@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
97,DimensaoAmbiental,8,2013,6,24,13,8,52,12,-49.263272,-16.681555
74,DimensaoSocial,53,2013,6,23,9,11,49,2,-49.261701,-16.680131
73,DimensaoAmbiental,9,2013,6,23,4,6,47,58,-49.260582,-16.681811
86,DimensaoSocial,34,2013,6,25,21,11,13,36,-49.262788,-16.681726
70,DimensaoAmbiental,14,2013,6,23,4,20,47,28,-49.259296,-16.680989
30,DimensaoAmbiental,16,2013,6,24,10,14,46,20,-49.260667,-16.681872
96,DimensaoSocial,42,2013,6,26,25,2,25,55,-49.260447,-16.681226
72,DimensaoSocial,43,2013,6,25,20,13,40,15,-49.261781,-16.681333
99,DimensaoAmbiental,18,2013,6,24,13,14,28,7,-49.263057,-16.681512
31,DimensaoSocial,41,2013,6,26,24,15,8,54,-49.260016,-16.681276
43,DimensaoSocial,59,2013,6,26,25,13,51,51,-49.261585,-16.681528
94,DimensaoSocial,53,2013,6,25,19,20,40,43,-49.262734,-16.680961
10,DimensaoAmbiental,16,2013,6,24,16,1,13,7,-49.260417,-16.680081
50,DimensaoSocial,35,2013,6,25,22,9,43,24,-49.259987,-16.681466
61,DimensaoSocial,49,2013,6,26,26,21,0,13,-49.261661,-16.681114
19,DimensaoSocial,41,2013,6,24,12,13,35,48,-49.260373,-16.681651
80,DimensaoSocial,44,2013,6,23,3,15,58,45,-49.260625,-16.679884
19,DimensaoSocial,41,2013,6,23,5,23,7,22,-49.263877,-16.681151
7,DimensaoAmbiental,1,2013,6,24,11,14,3,36,-49.260109,-16.681029
19,DimensaoSocial,41,2013,6,25,23,3,4,9,-49.262109,-16.681384
84,DimensaoSocial,24,2013,6,23,4,19,7,28,-49.263913,-16.680905
77,DimensaoSocial,48,2013,6,25,20,8,12,28,-49.263091,-16.679763
74,DimensaoSocial,53,2013,6,23,9,9,55,2,-49.263465,-16.680884
54,DimensaoAmbiental,15,2013,6,25,21,22,32,50,-49.259869,-16.680973
4,DimensaoSocial,26,2013,6,26,29,9,10,10,-49.260789,-16.680922
98,DimensaoSocial,52,2013,6,24,11,9,26,15,-49.259917,-16.680101
43,DimensaoSocial,59,2013,6,24,11,1,26,31,-49.26213,-16.68128
48,DimensaoSocial,25,2013,6,23,3,20,38,57,-49.260766,-16.679796
17,DimensaoSocial,31,2013,6,23,5,15,9,4,-49.261079,-16.681639
44,DimensaoAmbiental,5,2013,6,26,27,1,3,1,-49.260962,-16.680916
21,DimensaoAmbiental,11,2013,6,23,7,18,59,4,-49.260432,-16.680537
45,DimensaoSocial,29,2013,6,24,12,9,29,12,-49.263824,-16.680977
71,DimensaoSocial,38,2013,6,23,6,7,16,28,-49.262772,-16.680304
68,DimensaoAmbiental,4,2013,6,26,26,12,18,22,-49.260324,-16.681611
13,DimensaoAmbiental,11,2013,6,26,25,1,28,44,-49.259924,-16.681
50,DimensaoSocial,35,2013,6,23,7,20,12,8,-49.261443,-16.681118
13,DimensaoAmbiental,11,2013,6,23,8,19,41,12,-49.262975,-16.680302
70,DimensaoAmbiental,14,2013,6,26,24,20,27,52,-49.26006,-16.680887
21,DimensaoAmbiental,11,2013,6,25,21,20,42,48,-49.262113,-16.680259
43,DimensaoSocial,59,2013,6,25,23,21,53,19,-49.261227,-16.681362
15,DimensaoAmbiental,21,2013,6,26,26,10,13,39,-49.259594,-16.681171
20,DimensaoSocial,46,2013,6,24,11,3,36,55,-49.261756,-16.68003
23,DimensaoAmbiental,21,2013,6,26,29,8,29,29,-49.261462,-16.6813
56,DimensaoSocial,45,2013,6,25,20,17,52,54,-49.259991,-16.68164
19,DimensaoSocial,41,2013,6,23,9,5,17,56,-49.260072,-16.68011
19,DimensaoSocial,41,2013,6,24,13,5,14,24,-49.259978,-16.681057
57,DimensaoAmbiental,10,2013,6,24,12,13,18,4,-49.261969,-16.681112
11,DimensaoSocial,40,2013,6,26,27,8,41,25,-49.259773,-16.681322
97,DimensaoAmbiental,8,2013,6,25,22,14,34,0,-49.260906,-16.680975
65,DimensaoSocial,48,2013,6,23,4,6,46,47,-49.261311,-16.680185
41,DimensaoSocial,49,2013,6,24,14,8,36,6,-49.262464,-16.680723
72,DimensaoSocial,43,2013,6,24,13,19,35,49,-49.261122,-16.681751
29,DimensaoSocial,31,2013,6,22,2,13,36,48,-49.260968,-16.681405
47,DimensaoSocial,39,2013,6,24,10,15,1,21,-49.260665,-16.681001
6,DimensaoSocial,36,2013,6,26,28,1,40,41,-49.262316,-16.681727
60,DimensaoSocial,25,2013,6,22,2,8,54,14,-49.261835,-16.68058
57,DimensaoAmbiental,10,2013,6,26,29,19,0,51,-49.263196,-16.679924
36,DimensaoSocial,44,2013,6,25,19,4,27,1,-49.263001,-16.679733
74,DimensaoSocial,53,2013,6,25,18,20,40,32,-49.262048,-16.681353
33,DimensaoSocial,30,2013,6,24,12,18,4,10,-49.259909,-16.680411
98,DimensaoSocial,52,2013,6,24,10,3,8,29,-49.260965,-16.680431
8,DimensaoAmbiental,6,2013,6,25,22,17,45,10,-49.26001,-16.680422
4,DimensaoSocial,26,2013,6,23,7,5,36,23,-49.261241,-16.680558
59,DimensaoAmbiental,20,2013,6,26,24,17,52,1,-49.263746,-16.681245
23,DimensaoAmbiental,21,2013,6,26,29,2,52,28,-49.261233,-16.680431
46,DimensaoAmbiental,15,2013,6,26,29,4,3,18,-49.263214,-16.680102
75,DimensaoAmbiental,19,2013,6,23,6,16,57,28,-49.261738,-16.681132
56,DimensaoSocial,45,2013,6,26,27,0,42,37,-49.260472,-16.681865
97,DimensaoAmbiental,8,2013,6,24,10,2,3,42,-49.260984,-16.681789
16,DimensaoAmbiental,7,2013,6,23,8,4,26,14,-49.260632,-16.681673
47,DimensaoSocial,39,2013,6,26,24,18,12,18,-49.261741,-16.681045
43,DimensaoSocial,59,2013,6,22,2,6,31,33,-49.260281,-16.680087
83,DimensaoAmbiental,19,2013,6,26,24,19,48,59,-49.262704,-16.680743
62,DimensaoSocial,35,2013,6,25,22,10,49,57,-49.261896,-16.680597
2,DimensaoSocial,55,2013,6,25,22,19,44,52,-49.263394,-16.680952
95,DimensaoAmbiental,19,2013,6,24,14,2,4,14,-49.261335,-16.680594
29,DimensaoSocial,31,2013,6,22,2,5,38,40,-49.262106,-16.681236
66,DimensaoSocial,34,2013,6,23,9,21,8,36,-49.263898,-16.681128
54,DimensaoAmbiental,15,2013,6,24,16,18,39,52,-49.261983,-16.681391
61,DimensaoSocial,49,2013,6,22,2,4,17,24,-49.261159,-16.680451
65,DimensaoSocial,48,2013,6,25,23,21,30,50,-49.262733,-16.679903
76,DimensaoAmbiental,23,2013,6,25,18,2,6,59,-49.26208,-16.680184
92,DimensaoSocial,44,2013,6,26,28,11,20,6,-49.263277,-16.679926
81,DimensaoAmbiental,9,2013,6,25,17,3,14,27,-49.261142,-16.681427
32,DimensaoAmbiental,5,2013,6,24,12,8,13,55,-49.261643,-16.681894
1,DimensaoAmbiental,11,2013,6,24,11,13,29,2,-49.261311,-16.679808
54,DimensaoAmbiental,15,2013,6,24,11,22,5,59,-49.263114,-16.681611
21,DimensaoAmbiental,11,2013,6,26,25,20,14,13,-49.261752,-16.681201
46,DimensaoAmbiental,15,2013,6,26,25,13,3,2,-49.260998,-16.681504
49,DimensaoSocial,50,2013,6,26,25,6,8,31,-49.260447,-16.681725
49,DimensaoSocial,50,2013,6,26,24,13,58,36,-49.259898,-16.680386
95,DimensaoAmbiental,19,2013,6,26,29,18,37,25,-49.261049,-16.679669
24,DimensaoSocial,26,2013,6,23,7,18,59,29,-49.263471,-16.681459
83,DimensaoAmbiental,19,2013,6,26,25,3,20,19,-49.262105,-16.680182
28,DimensaoAmbiental,6,2013,6,26,25,19,26,55,-49.260491,-16.680175
19,DimensaoSocial,41,2013,6,23,3,8,18,47,-49.260849,-16.681674
81,DimensaoAmbiental,9,2013,6,23,4,2,52,59,-49.261822,-16.680911
1,DimensaoAmbiental,11,2013,6,23,7,21,17,2,-49.263045,-16.680801
9,DimensaoSocial,30,2013,6,24,10,9,57,42,-49.263438,-16.680174
93,DimensaoAmbiental,9,2013,6,26,29,2,55,48,-49.262281,-16.679992
2,DimensaoSocial,55,2013,6,24,15,19,18,48,-49.261553,-16.681698
84,DimensaoSocial,24,2013,6,24,15,4,48,29,-49.263267,-16.680373
72,DimensaoSocial,43,2013,6,23,6,15,31,29,-49.262313,-16.680581
74,DimensaoSocial,53,2013,6,25,21,2,51,23,-49.261104,-16.680495
16,DimensaoAmbiental,7,2013,6,24,15,16,42,51,-49.260188,-16.681595
29,DimensaoSocial,31,2013,6,25,17,17,37,34,-49.262304,-16.680896
74,DimensaoSocial,53,2013,6,25,17,17,50,16,-49.260659,-16.680479
99,DimensaoAmbiental,18,2013,6,24,11,10,6,34,-49.262658,-16.681755
62,DimensaoSocial,35,2013,6,24,14,14,56,31,-49.259457,-16.680576
42,DimensaoSocial,34,2013,6,23,9,1,21,37,-49.260245,-16.680563
39,DimensaoAmbiental,20,2013,6,24,12,17,23,58,-49.263724,-16.680364
47,DimensaoSocial,39,2013,6,26,26,2,54,53,-49.264059,-16.680917
13,DimensaoAmbiental,11,2013,6,22,2,21,4,52,-49.261905,-16.679994
77,DimensaoSocial,48,2013,6,25,19,7,2,23,-49.261118,-16.679855
68,DimensaoAmbiental,4,2013,6,26,29,23,35,8,-49.260454,-16.680306
1,DimensaoAmbiental,11,2013,6,25,19,10,43,21,-49.26219,-16.681304
57,DimensaoAmbiental,10,2013,6,25,18,2,26,36,-49.260836,-16.681655
51,DimensaoAmbiental,1,2013,6,25,22,21,42,6,-49.263434,-16.680273
100,DimensaoAmbiental,23,2013,6,23,6,7,5,6,-49.261031,-16.680754
16,DimensaoAmbiental,7,2013,6,24,15,0,8,22,-49.262936,-16.680972
47,DimensaoSocial,39,2013,6,25,19,7,48,18,-49.262741,-16.680034
1,DimensaoAmbiental,11,2013,6,23,7,2,40,49,-49.262096,-16.68135
30,DimensaoAmbiental,16,2013,6,23,6,18,13,28,-49.260209,-16.679866
30,DimensaoAmbiental,16,2013,6,22,2,5,13,18,-49.260248,-16.680684
13,DimensaoAmbiental,11,2013,6,26,25,19,27,2,-49.263264,-16.680199
35,DimensaoSocial,40,2013,6,26,25,3,58,49,-49.263978,-16.681215
92,DimensaoSocial,44,2013,6,25,22,0,9,3,-49.259844,-16.680417
99,DimensaoAmbiental,18,2013,6,26,25,23,53,31,-49.259447,-16.681421
47,DimensaoSocial,39,2013,6,24,15,1,46,32,-49.262005,-16.679912
77,DimensaoSocial,48,2013,6,25,21,18,3,11,-49.260632,-16.680267
65,DimensaoSocial,48,2013,6,26,28,15,12,35,-49.259828,-16.680278
33,DimensaoSocial,30,2013,6,24,15,18,9,2,-49.262392,-16.681847
65,DimensaoSocial,48,2013,6,26,24,10,48,27,-49.262997,-16.680493
27,DimensaoAmbiental,2,2013,6,23,7,4,33,50,-49.260615,-16.681463
38,DimensaoSocial,54,2013,6,23,4,18,7,43,-49.262561,-16.681145
87,DimensaoSocial,59,2013,6,26,28,13,1,12,-49.261611,-16.681461
93,DimensaoAmbiental,9,2013,6,24,16,20,15,25,-49.264098,-16.680829
89,DimensaoSocial,29,2013,6,26,26,5,25,46,-49.260478,-16.680528
32,DimensaoAmbiental,5,2013,6,26,26,0,55,52,-49.263589,-16.680353
77,DimensaoSocial,48,2013,6,25,22,5,13,50,-49.262454,-16.680916
99,DimensaoAmbiental,18,2013,6,25,22,16,36,9,-49.260904,-16.679851
50,DimensaoSocial,35,2013,6,22,1,12,38,7,-49.262986,-16.681711
57,DimensaoAmbiental,10,2013,6,24,15,15,13,14,-49.262625,-16.680123
47,DimensaoSocial,39,2013,6,26,25,9,11,2,-49.260467,-16.679948
19,DimensaoSocial,41,2013,6,24,10,14,1,41,-49.262816,-16.681273
8,DimensaoAmbiental,6,2013,6,23,9,12,45,25,-49.261791,-16.679923
42,DimensaoSocial,34,2013,6,26,29,5,56,30,-49.26266,-16.681549
65,DimensaoSocial,48,2013,6,22,2,11,31,32,-49.263787,-16.680695
38,DimensaoSocial,54,2013,6,24,12,9,36,29,-49.26248,-16.679926
86,DimensaoSocial,34,2013,6,22,2,11,3,0,-49.259467,-16.681124
7,DimensaoAmbiental,1,2013,6,25,22,3,9,24,-49.260282,-16.681309
24,DimensaoSocial,26,2013,6,26,24,22,43,14,-49.263608,-16.681433
100,DimensaoAmbiental,23,2013,6,26,27,21,0,4,-49.262685,-16.680399
93,DimensaoAmbiental,9,2013,6,22,1,10,5,3,-49.261968,-16.680648
45,DimensaoSocial,29,2013,6,25,21,0,59,35,-49.261699,-16.681268
38,DimensaoSocial,54,2013,6,26,29,6,9,1,-49.262541,-16.680332
40,DimensaoSocial,25,2013,6,26,27,3,32,14,-49.262638,-16.680566
1,DimensaoAmbiental,11,2013,6,25,19,9,4,44,-49.259943,-16.680089
1,DimensaoAmbiental,11,2013,6,26,26,0,47,55,-49.260381,-16.681376
39,DimensaoAmbiental,20,2013,6,25,23,16,49,40,-49.262659,-16.681474
67,DimensaoSocial,58,2013,6,23,3,21,52,14,-49.261944,-16.681625
25,DimensaoSocial,51,2013,6,23,6,6,54,1,-49.261689,-16.680367
31,DimensaoSocial,41,2013,6,25,19,15,28,10,-49.263159,-16.681303
23,DimensaoAmbiental,21,2013,6,22,2,12,7,43,-49.262732,-16.679999
18,DimensaoAmbiental,17,2013,6,23,8,5,13,11,-49.261604,-16.680851
76,DimensaoAmbiental,23,2013,6,24,10,14,48,21,-49.259805,-16.680693
24,DimensaoSocial,26,2013,6,24,14,9,23,42,-49.262671,-16.68068
8,DimensaoAmbiental,6,2013,6,25,20,1,58,37,-49.262317,-16.68121
60,DimensaoSocial,25,2013,6,24,14,20,57,43,-49.260979,-16.681232
22,DimensaoSocial,56,2013,6,23,9,12,32,57,-49.259435,-16.681173
