@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
40,DimensaoSocial,25,2013,6,22,1,22,5,44,-49.232383,-16.681056
14,DimensaoSocial,55,2013,6,25,19,16,13,51,-49.234532,-16.681393
38,DimensaoSocial,54,2013,6,23,4,14,17,11,-49.232493,-16.679665
44,DimensaoAmbiental,5,2013,6,23,8,5,9,22,-49.234697,-16.679205
64,DimensaoSocial,24,2013,6,25,19,4,21,25,-49.233226,-16.680244
4,DimensaoSocial,26,2013,6,23,7,6,22,48,-49.232773,-16.679859
52,DimensaoAmbiental,6,2013,6,23,4,22,38,24,-49.235783,-16.680114
93,DimensaoAmbiental,9,2013,6,25,20,13,18,25,-49.232662,-16.680959
24,DimensaoSocial,26,2013,6,23,8,10,43,49,-49.233669,-16.68066
73,DimensaoAmbiental,9,2013,6,24,16,12,31,55,-49.233055,-16.680049
78,DimensaoSocial,33,2013,6,26,29,23,27,3,-49.234818,-16.67925
72,DimensaoSocial,43,2013,6,24,13,4,8,59,-49.232977,-16.681213
94,DimensaoSocial,53,2013,6,26,26,10,23,37,-49.235566,-16.680051
35,DimensaoSocial,40,2013,6,24,15,12,41,21,-49.231463,-16.67967
15,DimensaoAmbiental,21,2013,6,25,19,7,11,3,-49.232161,-16.679841
93,DimensaoAmbiental,9,2013,6,23,7,19,54,39,-49.232704,-16.680219
100,DimensaoAmbiental,23,2013,6,26,28,23,18,49,-49.234412,-16.680433
65,DimensaoSocial,48,2013,6,23,5,0,44,12,-49.232806,-16.681198
48,DimensaoSocial,25,2013,6,24,11,20,50,40,-49.235245,-16.679226
57,DimensaoAmbiental,10,2013,6,23,6,7,50,24,-49.233709,-16.679743
18,DimensaoAmbiental,17,2013,6,23,8,14,0,19,-49.233134,-16.680397
56,DimensaoSocial,45,2013,6,23,4,11,43,12,-49.23293,-16.680461
97,DimensaoAmbiental,8,2013,6,22,1,19,2,8,-49.235117,-16.679622
83,DimensaoAmbiental,19,2013,6,25,21,23,41,25,-49.23378,-16.681009
25,DimensaoSocial,51,2013,6,25,17,20,50,55,-49.235034,-16.68077
21,DimensaoAmbiental,11,2013,6,23,6,22,22,20,-49.233917,-16.679018
69,DimensaoSocial,28,2013,6,23,4,15,7,18,-49.233404,-16.678974
73,DimensaoAmbiental,9,2013,6,23,8,3,57,33,-49.232082,-16.680537
17,DimensaoSocial,31,2013,6,23,9,20,8,53,-49.233827,-16.681371
25,DimensaoSocial,51,2013,6,23,4,18,8,44,-49.234364,-16.681065
47,DimensaoSocial,39,2013,6,25,18,4,7,28,-49.234818,-16.679311
98,DimensaoSocial,52,2013,6,23,6,1,34,38,-49.234443,-16.680089
82,DimensaoSocial,54,2013,6,26,26,7,11,57,-49.231689,-16.68007
10,DimensaoAmbiental,16,2013,6,25,20,20,35,50,-49.234202,-16.67955
6,DimensaoSocial,36,2013,6,25,17,6,46,20,-49.232024,-16.679773
