@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
36,DimensaoSocial,44,2013,6,25,22,6,50,57,-49.242136,-16.687747
97,DimensaoAmbiental,8,2013,6,22,1,6,42,20,-49.244773,-16.686008
36,DimensaoSocial,44,2013,6,23,7,1,33,8,-49.241167,-16.687525
65,DimensaoSocial,48,2013,6,24,13,17,24,46,-49.244595,-16.687495
22,DimensaoSocial,56,2013,6,24,15,23,8,26,-49.243403,-16.687395
86,DimensaoSocial,34,2013,6,25,20,11,40,37,-49.242532,-16.685549
10,DimensaoAmbiental,16,2013,6,22,2,18,34,15,-49.24221,-16.687119
94,DimensaoSocial,53,2013,6,23,5,10,20,47,-49.244546,-16.686894
76,DimensaoAmbiental,23,2013,6,26,25,20,12,15,-49.241358,-16.686214
75,DimensaoAmbiental,19,2013,6,25,21,4,37,20,-49.242728,-16.68555
12,DimensaoSocial,45,2013,6,24,10,18,25,51,-49.242546,-16.686472
65,DimensaoSocial,48,2013,6,23,4,8,17,51,-49.244765,-16.687036
35,DimensaoSocial,40,2013,6,25,21,11,18,27,-49.241232,-16.687208
59,DimensaoAmbiental,20,2013,6,25,23,19,4,54,-49.242281,-16.686105
26,DimensaoSocial,36,2013,6,24,15,20,44,43,-49.240658,-16.686412
93,DimensaoAmbiental,9,2013,6,23,8,7,4,44,-49.243355,-16.686464
6,DimensaoSocial,36,2013,6,23,8,16,38,49,-49.243838,-16.687193
2,DimensaoSocial,55,2013,6,24,14,15,15,7,-49.242292,-16.686744
80,DimensaoSocial,44,2013,6,24,16,18,31,17,-49.241388,-16.686743
6,DimensaoSocial,36,2013,6,25,20,4,30,9,-49.242299,-16.687533
21,DimensaoAmbiental,11,2013,6,24,12,15,19,28,-49.243318,-16.68736
48,DimensaoSocial,25,2013,6,24,14,7,0,23,-49.242369,-16.68745
19,DimensaoSocial,41,2013,6,24,10,6,54,18,-49.244318,-16.686022
35,DimensaoSocial,40,2013,6,25,18,14,55,28,-49.241277,-16.687032
10,DimensaoAmbiental,16,2013,6,25,20,4,56,54,-49.242796,-16.687667
100,DimensaoAmbiental,23,2013,6,25,19,7,4,25,-49.242329,-16.686667
77,DimensaoSocial,48,2013,6,25,22,10,42,38,-49.244925,-16.685652
17,DimensaoSocial,31,2013,6,24,14,0,40,29,-49.240821,-16.68721
71,DimensaoSocial,38,2013,6,26,25,10,1,35,-49.243174,-16.685576
91,DimensaoSocial,39,2013,6,24,10,11,3,10,-49.244103,-16.686006
33,DimensaoSocial,30,2013,6,24,10,20,9,49,-49.242903,-16.687327
12,DimensaoSocial,45,2013,6,26,29,9,12,35,-49.242565,-16.686278
47,DimensaoSocial,39,2013,6,23,9,2,32,11,-49.242015,-16.686226
43,DimensaoSocial,59,2013,6,26,27,10,28,32,-49.243648,-16.687309
49,DimensaoSocial,50,2013,6,25,18,21,33,1,-49.241788,-16.686656
55,DimensaoSocial,40,2013,6,23,8,12,54,41,-49.244979,-16.6868
52,DimensaoAmbiental,6,2013,6,24,11,11,10,28,-49.2442,-16.687283
90,DimensaoAmbiental,14,2013,6,23,3,4,16,41,-49.242833,-16.685607
3,DimensaoAmbiental,21,2013,6,24,16,22,47,57,-49.243992,-16.6876
26,DimensaoSocial,36,2013,6,25,23,10,28,2,-49.245195,-16.686825
28,DimensaoAmbiental,6,2013,6,26,25,9,14,38,-49.24349,-16.685468
72,DimensaoSocial,43,2013,6,24,11,2,11,59,-49.243214,-16.686774
81,DimensaoAmbiental,9,2013,6,26,25,6,43,14,-49.243638,-16.685586
77,DimensaoSocial,48,2013,6,25,20,17,59,25,-49.244844,-16.686911
18,DimensaoAmbiental,17,2013,6,24,10,21,30,9,-49.243273,-16.685426
93,DimensaoAmbiental,9,2013,6,25,17,11,39,29,-49.240735,-16.686353
70,DimensaoAmbiental,14,2013,6,26,27,14,50,25,-49.243395,-16.686354
57,DimensaoAmbiental,10,2013,6,26,26,19,27,42,-49.245052,-16.687453
36,DimensaoSocial,44,2013,6,26,24,13,12,7,-49.240486,-16.686756
5,DimensaoSocial,50,2013,6,24,14,19,21,20,-49.242127,-16.685824
60,DimensaoSocial,25,2013,6,26,26,8,43,56,-49.242515,-16.687439
88,DimensaoAmbiental,4,2013,6,24,16,15,31,0,-49.241921,-16.686498
22,DimensaoSocial,56,2013,6,24,12,9,0,44,-49.243239,-16.685713
28,DimensaoAmbiental,6,2013,6,23,8,10,22,46,-49.243996,-16.685816
52,DimensaoAmbiental,6,2013,6,26,27,4,21,17,-49.244178,-16.685793
17,DimensaoSocial,31,2013,6,23,6,0,28,23,-49.243829,-16.687419
16,DimensaoAmbiental,7,2013,6,23,3,12,38,41,-49.243653,-16.686166
47,DimensaoSocial,39,2013,6,24,15,3,1,10,-49.24251,-16.686999
63,DimensaoSocial,59,2013,6,26,27,5,15,45,-49.24128,-16.686306
78,DimensaoSocial,33,2013,6,24,13,12,26,12,-49.243513,-16.686816
47,DimensaoSocial,39,2013,6,23,4,12,8,43,-49.244416,-16.686125
25,DimensaoSocial,51,2013,6,22,1,10,50,13,-49.241858,-16.685803
65,DimensaoSocial,48,2013,6,22,1,13,32,24,-49.24154,-16.687698
28,DimensaoAmbiental,6,2013,6,23,7,18,9,9,-49.24335,-16.686551
28,DimensaoAmbiental,6,2013,6,24,12,12,1,35,-49.244461,-16.685971
72,DimensaoSocial,43,2013,6,23,7,22,40,50,-49.24261,-16.685619
27,DimensaoAmbiental,2,2013,6,23,3,22,32,1,-49.241472,-16.687305
40,DimensaoSocial,25,2013,6,24,16,18,47,3,-49.244155,-16.685661
21,DimensaoAmbiental,11,2013,6,26,27,6,42,48,-49.244297,-16.686116
23,DimensaoAmbiental,21,2013,6,23,3,20,45,42,-49.242093,-16.68592
73,DimensaoAmbiental,9,2013,6,25,21,14,0,19,-49.242483,-16.686911
32,DimensaoAmbiental,5,2013,6,25,23,12,56,4,-49.241437,-16.687156
39,DimensaoAmbiental,20,2013,6,25,23,19,10,0,-49.244089,-16.687036
48,DimensaoSocial,25,2013,6,25,17,12,4,55,-49.243726,-16.686188
32,DimensaoAmbiental,5,2013,6,26,24,12,52,42,-49.242096,-16.686079
61,DimensaoSocial,49,2013,6,26,28,0,30,24,-49.242115,-16.687732
40,DimensaoSocial,25,2013,6,25,20,6,15,16,-49.242769,-16.687522
38,DimensaoSocial,54,2013,6,26,24,0,12,2,-49.241759,-16.687813
99,DimensaoAmbiental,18,2013,6,23,8,10,54,8,-49.244366,-16.687016
40,DimensaoSocial,25,2013,6,26,26,7,24,26,-49.241425,-16.687517
62,DimensaoSocial,35,2013,6,25,22,20,26,32,-49.244258,-16.686324
75,DimensaoAmbiental,19,2013,6,23,8,5,9,32,-49.241627,-16.687099
9,DimensaoSocial,30,2013,6,24,16,0,12,53,-49.241274,-16.687409
26,DimensaoSocial,36,2013,6,26,29,12,7,28,-49.242445,-16.68671
86,DimensaoSocial,34,2013,6,25,22,21,0,20,-49.241247,-16.687278
57,DimensaoAmbiental,10,2013,6,24,16,2,16,32,-49.242676,-16.686754
28,DimensaoAmbiental,6,2013,6,24,15,11,51,40,-49.244174,-16.687198
61,DimensaoSocial,49,2013,6,24,14,12,22,10,-49.240584,-16.687274
78,DimensaoSocial,33,2013,6,26,28,12,12,19,-49.243011,-16.686766
39,DimensaoAmbiental,20,2013,6,25,21,5,3,41,-49.242553,-16.68695
50,DimensaoSocial,35,2013,6,25,18,12,34,39,-49.242443,-16.685858
12,DimensaoSocial,45,2013,6,24,14,17,41,25,-49.244301,-16.686869
6,DimensaoSocial,36,2013,6,26,24,4,13,39,-49.240866,-16.686887
92,DimensaoSocial,44,2013,6,23,5,9,24,44,-49.244021,-16.687644
56,DimensaoSocial,45,2013,6,23,8,19,47,10,-49.240702,-16.686847
63,DimensaoSocial,59,2013,6,23,9,8,43,56,-49.243276,-16.685838
31,DimensaoSocial,41,2013,6,26,28,14,33,52,-49.243017,-16.686092
40,DimensaoSocial,25,2013,6,23,4,3,26,16,-49.241193,-16.687481
60,DimensaoSocial,25,2013,6,24,10,4,17,18,-49.241472,-16.687269
85,DimensaoSocial,49,2013,6,26,25,10,18,18,-49.24388,-16.687629
85,DimensaoSocial,49,2013,6,24,11,19,25,56,-49.24094,-16.686079
76,DimensaoAmbiental,23,2013,6,26,29,22,15,1,-49.243899,-16.686605
42,DimensaoSocial,34,2013,6,25,20,18,2,56,-49.244418,-16.685993
12,DimensaoSocial,45,2013,6,25,19,16,58,11,-49.242608,-16.68707
78,DimensaoSocial,33,2013,6,23,7,11,29,42,-49.243386,-16.686813
32,DimensaoAmbiental,5,2013,6,25,21,11,16,0,-49.242655,-16.686673
40,DimensaoSocial,25,2013,6,23,4,0,36,12,-49.24186,-16.686985
60,DimensaoSocial,25,2013,6,25,23,14,1,6,-49.242041,-16.686944
53,DimensaoSocial,30,2013,6,25,17,19,22,41,-49.244319,-16.687434
23,DimensaoAmbiental,21,2013,6,24,12,12,29,46,-49.244646,-16.685652
73,DimensaoAmbiental,9,2013,6,25,17,10,17,3,-49.244291,-16.686747
50,DimensaoSocial,35,2013,6,24,12,16,31,39,-49.244997,-16.686692
60,DimensaoSocial,25,2013,6,26,29,8,32,58,-49.243511,-16.686617
60,DimensaoSocial,25,2013,6,25,18,19,46,4,-49.244575,-16.686667
64,DimensaoSocial,24,2013,6,22,1,17,53,36,-49.242489,-16.686009
59,DimensaoAmbiental,20,2013,6,23,9,10,38,49,-49.241965,-16.687655
66,DimensaoSocial,34,2013,6,25,19,7,56,11,-49.24305,-16.687747
98,DimensaoSocial,52,2013,6,25,18,16,41,7,-49.244468,-16.687402
1,DimensaoAmbiental,11,2013,6,25,21,11,59,3,-49.244559,-16.685872
11,DimensaoSocial,40,2013,6,25,22,3,51,44,-49.24142,-16.686204
76,DimensaoAmbiental,23,2013,6,23,8,21,53,50,-49.24452,-16.686264
66,DimensaoSocial,34,2013,6,25,21,11,35,10,-49.244361,-16.687396
87,DimensaoSocial,59,2013,6,23,3,10,3,29,-49.245168,-16.686541
73,DimensaoAmbiental,9,2013,6,25,20,17,2,2,-49.244291,-16.686508
72,DimensaoSocial,43,2013,6,24,13,2,58,58,-49.240479,-16.687219
97,DimensaoAmbiental,8,2013,6,23,9,19,38,31,-49.24345,-16.685887
66,DimensaoSocial,34,2013,6,26,26,3,23,20,-49.244265,-16.686338
81,DimensaoAmbiental,9,2013,6,24,11,4,24,10,-49.243174,-16.687252
15,DimensaoAmbiental,21,2013,6,24,16,10,41,47,-49.243817,-16.686528
44,DimensaoAmbiental,5,2013,6,23,6,16,59,21,-49.240913,-16.687199
4,DimensaoSocial,26,2013,6,24,14,0,27,18,-49.242788,-16.687881
92,DimensaoSocial,44,2013,6,25,23,18,0,58,-49.242061,-16.687597
49,DimensaoSocial,50,2013,6,25,23,15,11,19,-49.241105,-16.68633
8,DimensaoAmbiental,6,2013,6,23,8,0,28,56,-49.243464,-16.687117
7,DimensaoAmbiental,1,2013,6,24,15,2,53,57,-49.24304,-16.686767
78,DimensaoSocial,33,2013,6,25,23,13,37,35,-49.243635,-16.686136
8,DimensaoAmbiental,6,2013,6,26,24,21,4,35,-49.241992,-16.685644
