@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
73,DimensaoAmbiental,9,2013,6,25,19,4,40,11,-49.240002,-16.685234
6,DimensaoSocial,36,2013,6,25,23,16,0,50,-49.242013,-16.683391
41,DimensaoSocial,49,2013,6,25,23,6,2,7,-49.24094,-16.684816
5,DimensaoSocial,50,2013,6,24,16,3,4,53,-49.243301,-16.685142
34,DimensaoAmbiental,15,2013,6,24,12,16,46,54,-49.241511,-16.68443
96,DimensaoSocial,42,2013,6,25,22,16,42,30,-49.24234,-16.685091
10,DimensaoAmbiental,16,2013,6,23,5,22,29,20,-49.242919,-16.684008
43,DimensaoSocial,59,2013,6,23,7,23,3,47,-49.24109,-16.684144
79,DimensaoSocial,58,2013,6,23,9,15,16,45,-49.243183,-16.6845
57,DimensaoAmbiental,10,2013,6,23,5,15,13,38,-49.242361,-16.684506
46,DimensaoAmbiental,15,2013,6,23,3,18,59,44,-49.243738,-16.684422
74,DimensaoSocial,53,2013,6,23,8,16,34,55,-49.239754,-16.685003
89,DimensaoSocial,29,2013,6,23,8,15,25,36,-49.242727,-16.68387
72,DimensaoSocial,43,2013,6,25,19,8,39,14,-49.243387,-16.683734
51,DimensaoAmbiental,1,2013,6,24,14,16,17,23,-49.241295,-16.685502
89,DimensaoSocial,29,2013,6,22,1,5,52,9,-49.243682,-16.685036
5,DimensaoSocial,50,2013,6,25,17,20,57,28,-49.242628,-16.683679
42,DimensaoSocial,34,2013,6,25,23,4,47,35,-49.243186,-16.685283
23,DimensaoAmbiental,21,2013,6,24,16,8,33,34,-49.240448,-16.684454
30,DimensaoAmbiental,16,2013,6,25,23,6,20,1,-49.242508,-16.685204
41,DimensaoSocial,49,2013,6,25,18,16,44,30,-49.242369,-16.68542
71,DimensaoSocial,38,2013,6,26,25,17,34,10,-49.241996,-16.684228
34,DimensaoAmbiental,15,2013,6,26,27,4,57,58,-49.242573,-16.685443
52,DimensaoAmbiental,6,2013,6,24,14,6,6,26,-49.239804,-16.684884
30,DimensaoAmbiental,16,2013,6,26,28,5,17,56,-49.242342,-16.685469
39,DimensaoAmbiental,20,2013,6,25,23,11,30,59,-49.240619,-16.684918
83,DimensaoAmbiental,19,2013,6,22,2,23,52,41,-49.240026,-16.685307
62,DimensaoSocial,35,2013,6,23,9,11,3,24,-49.240233,-16.683529
77,DimensaoSocial,48,2013,6,24,15,7,35,39,-49.240385,-16.684311
14,DimensaoSocial,55,2013,6,26,28,8,16,30,-49.242984,-16.684561
41,DimensaoSocial,49,2013,6,26,26,7,0,55,-49.241192,-16.684131
57,DimensaoAmbiental,10,2013,6,25,21,12,34,47,-49.241325,-16.684458
5,DimensaoSocial,50,2013,6,23,6,9,32,48,-49.240779,-16.685206
66,DimensaoSocial,34,2013,6,23,8,0,13,45,-49.240844,-16.684741
90,DimensaoAmbiental,14,2013,6,25,22,14,23,54,-49.243206,-16.685014
55,DimensaoSocial,40,2013,6,26,26,10,44,9,-49.243304,-16.683877
15,DimensaoAmbiental,21,2013,6,25,17,23,2,54,-49.243344,-16.684587
18,DimensaoAmbiental,17,2013,6,25,20,4,20,21,-49.241796,-16.684736
24,DimensaoSocial,26,2013,6,24,16,12,44,5,-49.240009,-16.684887
78,DimensaoSocial,33,2013,6,25,19,17,47,54,-49.242352,-16.684861
75,DimensaoAmbiental,19,2013,6,26,27,22,6,48,-49.240786,-16.68481
29,DimensaoSocial,31,2013,6,26,26,23,5,23,-49.241957,-16.684892
6,DimensaoSocial,36,2013,6,24,16,15,11,36,-49.23991,-16.684372
5,DimensaoSocial,50,2013,6,26,28,1,30,7,-49.241565,-16.683833
6,DimensaoSocial,36,2013,6,26,25,14,32,55,-49.240327,-16.683708
19,DimensaoSocial,41,2013,6,23,4,23,22,17,-49.241325,-16.68343
11,DimensaoSocial,40,2013,6,23,6,18,4,37,-49.241194,-16.684312
91,DimensaoSocial,39,2013,6,24,15,15,4,56,-49.24215,-16.683612
22,DimensaoSocial,56,2013,6,26,26,5,7,1,-49.239457,-16.684376
63,DimensaoSocial,59,2013,6,24,16,18,3,6,-49.240236,-16.683835
51,DimensaoAmbiental,1,2013,6,26,26,4,15,58,-49.239905,-16.685266
55,DimensaoSocial,40,2013,6,24,14,17,38,37,-49.242743,-16.684169
18,DimensaoAmbiental,17,2013,6,23,7,4,53,58,-49.239901,-16.68383
92,DimensaoSocial,44,2013,6,23,6,9,31,8,-49.243256,-16.684528
75,DimensaoAmbiental,19,2013,6,25,21,8,33,53,-49.240643,-16.68339
35,DimensaoSocial,40,2013,6,24,16,8,24,0,-49.242916,-16.685176
50,DimensaoSocial,35,2013,6,25,23,5,26,19,-49.242045,-16.684049
73,DimensaoAmbiental,9,2013,6,25,17,18,55,31,-49.241608,-16.684492
63,DimensaoSocial,59,2013,6,25,19,2,59,40,-49.243586,-16.683792
32,DimensaoAmbiental,5,2013,6,22,2,16,9,45,-49.240311,-16.684142
64,DimensaoSocial,24,2013,6,24,15,0,5,38,-49.243496,-16.6853
68,DimensaoAmbiental,4,2013,6,23,4,10,55,39,-49.243016,-16.685206
19,DimensaoSocial,41,2013,6,26,24,11,52,24,-49.240451,-16.68382
19,DimensaoSocial,41,2013,6,23,6,6,19,44,-49.243011,-16.684955
75,DimensaoAmbiental,19,2013,6,25,20,17,40,53,-49.242998,-16.683861
14,DimensaoSocial,55,2013,6,26,27,13,50,34,-49.241665,-16.684995
34,DimensaoAmbiental,15,2013,6,23,5,4,46,13,-49.241639,-16.683927
52,DimensaoAmbiental,6,2013,6,22,2,16,41,9,-49.240286,-16.684169
14,DimensaoSocial,55,2013,6,26,28,3,18,54,-49.241275,-16.683591
1,DimensaoAmbiental,11,2013,6,23,8,9,7,18,-49.243728,-16.684281
63,DimensaoSocial,59,2013,6,25,17,6,25,3,-49.241378,-16.683921
76,DimensaoAmbiental,23,2013,6,26,24,0,49,10,-49.242039,-16.683845
39,DimensaoAmbiental,20,2013,6,23,7,19,2,55,-49.242143,-16.6851
100,DimensaoAmbiental,23,2013,6,26,29,6,47,53,-49.241965,-16.6848
84,DimensaoSocial,24,2013,6,26,29,6,6,25,-49.241712,-16.685253
77,DimensaoSocial,48,2013,6,26,28,12,42,12,-49.241304,-16.683388
16,DimensaoAmbiental,7,2013,6,23,4,1,30,11,-49.242762,-16.683552
96,DimensaoSocial,42,2013,6,24,10,6,50,32,-49.241687,-16.684797
57,DimensaoAmbiental,10,2013,6,26,24,23,34,38,-49.242975,-16.683757
27,DimensaoAmbiental,2,2013,6,25,23,21,30,30,-49.241867,-16.68546
63,DimensaoSocial,59,2013,6,24,13,14,40,50,-49.240789,-16.684695
26,DimensaoSocial,36,2013,6,23,7,9,4,27,-49.239901,-16.684662
34,DimensaoAmbiental,15,2013,6,24,13,5,57,4,-49.241636,-16.68393
79,DimensaoSocial,58,2013,6,24,12,18,17,34,-49.24345,-16.685197
24,DimensaoSocial,26,2013,6,24,13,6,49,9,-49.241764,-16.683821
93,DimensaoAmbiental,9,2013,6,26,27,8,20,12,-49.241693,-16.683743
9,DimensaoSocial,30,2013,6,26,29,2,9,16,-49.240945,-16.685666
87,DimensaoSocial,59,2013,6,24,12,12,1,8,-49.241265,-16.684205
9,DimensaoSocial,30,2013,6,23,7,5,20,44,-49.240259,-16.683491
41,DimensaoSocial,49,2013,6,26,28,2,21,57,-49.243421,-16.683631
76,DimensaoAmbiental,23,2013,6,24,12,8,52,38,-49.242582,-16.683921
49,DimensaoSocial,50,2013,6,24,14,12,31,44,-49.242747,-16.685273
59,DimensaoAmbiental,20,2013,6,25,21,8,41,55,-49.241121,-16.684798
83,DimensaoAmbiental,19,2013,6,24,15,1,30,50,-49.240196,-16.684177
51,DimensaoAmbiental,1,2013,6,25,23,13,3,53,-49.243348,-16.683614
96,DimensaoSocial,42,2013,6,25,19,21,26,43,-49.241472,-16.683735
78,DimensaoSocial,33,2013,6,23,9,4,44,1,-49.241928,-16.683905
98,DimensaoSocial,52,2013,6,23,9,8,14,25,-49.241767,-16.683437
4,DimensaoSocial,26,2013,6,25,23,6,44,25,-49.243121,-16.685224
95,DimensaoAmbiental,19,2013,6,25,18,22,38,51,-49.241901,-16.684752
48,DimensaoSocial,25,2013,6,26,25,6,45,18,-49.242896,-16.684549
61,DimensaoSocial,49,2013,6,25,20,7,30,1,-49.242404,-16.683727
45,DimensaoSocial,29,2013,6,24,12,16,9,59,-49.24178,-16.684025
40,DimensaoSocial,25,2013,6,26,26,14,19,43,-49.24265,-16.683688
38,DimensaoSocial,54,2013,6,24,16,20,5,50,-49.240604,-16.684797
87,DimensaoSocial,59,2013,6,23,7,12,20,12,-49.239914,-16.684169
10,DimensaoAmbiental,16,2013,6,24,11,1,44,23,-49.239414,-16.684475
42,DimensaoSocial,34,2013,6,26,25,23,3,25,-49.242047,-16.684219
28,DimensaoAmbiental,6,2013,6,26,29,8,33,48,-49.241864,-16.68537
38,DimensaoSocial,54,2013,6,24,11,1,37,28,-49.241507,-16.684049
76,DimensaoAmbiental,23,2013,6,24,14,2,5,10,-49.240174,-16.684786
38,DimensaoSocial,54,2013,6,24,11,17,52,45,-49.2432,-16.685363
89,DimensaoSocial,29,2013,6,24,13,7,16,6,-49.24267,-16.684347
20,DimensaoSocial,46,2013,6,26,29,20,14,6,-49.241648,-16.68339
60,DimensaoSocial,25,2013,6,23,6,6,25,45,-49.242236,-16.684821
26,DimensaoSocial,36,2013,6,26,24,12,59,10,-49.239694,-16.684927
62,DimensaoSocial,35,2013,6,25,22,1,46,29,-49.243158,-16.684851
9,DimensaoSocial,30,2013,6,23,3,3,11,14,-49.242023,-16.684423
94,DimensaoSocial,53,2013,6,24,14,20,36,37,-49.242315,-16.684774
61,DimensaoSocial,49,2013,6,25,20,20,58,2,-49.242398,-16.684252
81,DimensaoAmbiental,9,2013,6,26,27,5,9,44,-49.243676,-16.684512
43,DimensaoSocial,59,2013,6,26,26,4,43,30,-49.2407,-16.685253
45,DimensaoSocial,29,2013,6,25,22,17,8,9,-49.240742,-16.683622
12,DimensaoSocial,45,2013,6,26,29,16,32,34,-49.239892,-16.684118
89,DimensaoSocial,29,2013,6,24,15,11,6,11,-49.243499,-16.683626
33,DimensaoSocial,30,2013,6,25,18,9,32,38,-49.242677,-16.684661
42,DimensaoSocial,34,2013,6,25,22,21,46,48,-49.242462,-16.685161
17,DimensaoSocial,31,2013,6,23,6,13,13,51,-49.239916,-16.685191
86,DimensaoSocial,34,2013,6,22,2,22,31,56,-49.243564,-16.684192
39,DimensaoAmbiental,20,2013,6,26,26,10,46,23,-49.240627,-16.685512
32,DimensaoAmbiental,5,2013,6,23,4,15,15,9,-49.242757,-16.685328
24,DimensaoSocial,26,2013,6,25,21,3,23,33,-49.23994,-16.684251
71,DimensaoSocial,38,2013,6,25,20,13,5,30,-49.241875,-16.684209
31,DimensaoSocial,41,2013,6,25,18,21,50,47,-49.242943,-16.683556
68,DimensaoAmbiental,4,2013,6,24,15,21,5,59,-49.241361,-16.684276
53,DimensaoSocial,30,2013,6,24,13,2,9,12,-49.240412,-16.684665
27,DimensaoAmbiental,2,2013,6,26,27,18,2,13,-49.240478,-16.685027
65,DimensaoSocial,48,2013,6,25,18,19,15,5,-49.243354,-16.683898
13,DimensaoAmbiental,11,2013,6,23,9,19,27,52,-49.242455,-16.684972
97,DimensaoAmbiental,8,2013,6,22,2,2,29,25,-49.240209,-16.684794
76,DimensaoAmbiental,23,2013,6,26,24,19,0,46,-49.242806,-16.6851
11,DimensaoSocial,40,2013,6,25,20,8,58,53,-49.241083,-16.683952
83,DimensaoAmbiental,19,2013,6,24,11,12,49,13,-49.242413,-16.683408
42,DimensaoSocial,34,2013,6,24,10,7,27,34,-49.241505,-16.684693
85,DimensaoSocial,49,2013,6,23,9,16,22,41,-49.240463,-16.685498
76,DimensaoAmbiental,23,2013,6,23,4,3,25,5,-49.240472,-16.684731
29,DimensaoSocial,31,2013,6,25,19,20,19,27,-49.242295,-16.685155
22,DimensaoSocial,56,2013,6,26,24,20,34,50,-49.239755,-16.68512
86,DimensaoSocial,34,2013,6,26,29,11,44,19,-49.24274,-16.684008
10,DimensaoAmbiental,16,2013,6,24,14,1,58,48,-49.241069,-16.683356
27,DimensaoAmbiental,2,2013,6,26,27,4,28,53,-49.24091,-16.685189
35,DimensaoSocial,40,2013,6,26,29,16,39,29,-49.241128,-16.683646
92,DimensaoSocial,44,2013,6,24,12,11,59,12,-49.242685,-16.685259
81,DimensaoAmbiental,9,2013,6,25,19,1,38,40,-49.240147,-16.684317
1,DimensaoAmbiental,11,2013,6,26,28,2,19,28,-49.242527,-16.684228
37,DimensaoAmbiental,10,2013,6,26,26,9,19,27,-49.242699,-16.683975
13,DimensaoAmbiental,11,2013,6,24,14,7,28,31,-49.24031,-16.684546
94,DimensaoSocial,53,2013,6,26,29,13,18,47,-49.242518,-16.684887
8,DimensaoAmbiental,6,2013,6,23,8,3,8,53,-49.239462,-16.684832
43,DimensaoSocial,59,2013,6,26,28,11,35,34,-49.243451,-16.683734
69,DimensaoSocial,28,2013,6,24,10,5,34,46,-49.242296,-16.684948
73,DimensaoAmbiental,9,2013,6,25,22,0,59,58,-49.240189,-16.68408
25,DimensaoSocial,51,2013,6,26,25,17,5,7,-49.24226,-16.683452
67,DimensaoSocial,58,2013,6,25,21,20,13,32,-49.242076,-16.684544
60,DimensaoSocial,25,2013,6,25,22,2,37,15,-49.240255,-16.685424
12,DimensaoSocial,45,2013,6,22,1,11,49,1,-49.240599,-16.683883
39,DimensaoAmbiental,20,2013,6,25,22,11,50,32,-49.242292,-16.685207
80,DimensaoSocial,44,2013,6,26,25,20,15,33,-49.241093,-16.684248
67,DimensaoSocial,58,2013,6,26,24,6,29,9,-49.242163,-16.683403
95,DimensaoAmbiental,19,2013,6,22,1,14,11,2,-49.241329,-16.684135
73,DimensaoAmbiental,9,2013,6,26,27,12,41,15,-49.241538,-16.685039
3,DimensaoAmbiental,21,2013,6,23,5,23,9,21,-49.241358,-16.684664
11,DimensaoSocial,40,2013,6,23,9,4,32,0,-49.239946,-16.684055
37,DimensaoAmbiental,10,2013,6,24,11,19,50,6,-49.241861,-16.684803
25,DimensaoSocial,51,2013,6,25,18,0,27,0,-49.239237,-16.684578
3,DimensaoAmbiental,21,2013,6,23,8,18,12,6,-49.242105,-16.685323
66,DimensaoSocial,34,2013,6,23,8,14,17,59,-49.239819,-16.684358
44,DimensaoAmbiental,5,2013,6,25,18,18,12,10,-49.241187,-16.68438
9,DimensaoSocial,30,2013,6,22,2,8,51,17,-49.243702,-16.685241
78,DimensaoSocial,33,2013,6,23,9,20,14,21,-49.240038,-16.684604
98,DimensaoSocial,52,2013,6,24,11,18,33,46,-49.241563,-16.684919
33,DimensaoSocial,30,2013,6,25,19,2,9,38,-49.243149,-16.684131
30,DimensaoAmbiental,16,2013,6,23,9,20,55,50,-49.239957,-16.684102
6,DimensaoSocial,36,2013,6,23,6,16,43,55,-49.243092,-16.685089
23,DimensaoAmbiental,21,2013,6,26,29,8,15,48,-49.242832,-16.684493
29,DimensaoSocial,31,2013,6,24,14,23,9,28,-49.242058,-16.684885
99,DimensaoAmbiental,18,2013,6,23,6,6,13,57,-49.24051,-16.68559
91,DimensaoSocial,39,2013,6,24,13,7,24,17,-49.241995,-16.68424
26,DimensaoSocial,36,2013,6,23,9,1,18,22,-49.240921,-16.68329
89,DimensaoSocial,29,2013,6,25,22,11,26,39,-49.240168,-16.684908
16,DimensaoAmbiental,7,2013,6,24,15,17,44,47,-49.240778,-16.685302
63,DimensaoSocial,59,2013,6,24,10,18,54,38,-49.240387,-16.685453
76,DimensaoAmbiental,23,2013,6,23,4,11,36,28,-49.241537,-16.685521
7,DimensaoAmbiental,1,2013,6,25,17,3,41,34,-49.242402,-16.684132
92,DimensaoSocial,44,2013,6,23,4,21,59,19,-49.24296,-16.683842
14,DimensaoSocial,55,2013,6,23,8,4,9,35,-49.240318,-16.684742
52,DimensaoAmbiental,6,2013,6,25,17,2,0,31,-49.241885,-16.684327
47,DimensaoSocial,39,2013,6,25,21,10,58,54,-49.24311,-16.684824
74,DimensaoSocial,53,2013,6,25,21,16,58,47,-49.24346,-16.684893
4,DimensaoSocial,26,2013,6,26,29,11,59,26,-49.242313,-16.684783
11,DimensaoSocial,40,2013,6,26,29,23,16,20,-49.241867,-16.683569
55,DimensaoSocial,40,2013,6,24,10,15,46,22,-49.240124,-16.684264
87,DimensaoSocial,59,2013,6,22,2,8,18,5,-49.241359,-16.684738
36,DimensaoSocial,44,2013,6,23,3,16,7,59,-49.241418,-16.683297
25,DimensaoSocial,51,2013,6,23,7,20,34,54,-49.240864,-16.683247
65,DimensaoSocial,48,2013,6,26,25,14,0,31,-49.241061,-16.685564
22,DimensaoSocial,56,2013,6,26,27,23,25,52,-49.242794,-16.684614
12,DimensaoSocial,45,2013,6,24,10,22,2,59,-49.240405,-16.685084
96,DimensaoSocial,42,2013,6,23,3,4,26,18,-49.239511,-16.684298
38,DimensaoSocial,54,2013,6,24,11,12,42,56,-49.243275,-16.684667
6,DimensaoSocial,36,2013,6,24,11,17,41,7,-49.241968,-16.685194
44,DimensaoAmbiental,5,2013,6,22,1,6,46,22,-49.241478,-16.684109
93,DimensaoAmbiental,9,2013,6,22,2,10,12,47,-49.24076,-16.683788
68,DimensaoAmbiental,4,2013,6,23,8,8,22,47,-49.242059,-16.684658
65,DimensaoSocial,48,2013,6,25,17,11,39,35,-49.240295,-16.683855
77,DimensaoSocial,48,2013,6,26,27,0,28,59,-49.242332,-16.683841
82,DimensaoSocial,54,2013,6,23,3,6,20,43,-49.240888,-16.684501
100,DimensaoAmbiental,23,2013,6,23,4,16,17,37,-49.240627,-16.684842
6,DimensaoSocial,36,2013,6,23,5,4,10,2,-49.239693,-16.68472
75,DimensaoAmbiental,19,2013,6,25,17,10,10,37,-49.242618,-16.685375
89,DimensaoSocial,29,2013,6,23,9,7,31,46,-49.242765,-16.683731
74,DimensaoSocial,53,2013,6,24,10,2,42,3,-49.242699,-16.683854
8,DimensaoAmbiental,6,2013,6,24,15,15,30,5,-49.242446,-16.683578
94,DimensaoSocial,53,2013,6,23,9,6,58,4,-49.242351,-16.683383
21,DimensaoAmbiental,11,2013,6,25,18,15,46,4,-49.241902,-16.684691
80,DimensaoSocial,44,2013,6,23,5,4,59,1,-49.239799,-16.684323
29,DimensaoSocial,31,2013,6,25,22,15,0,3,-49.241713,-16.684974
78,DimensaoSocial,33,2013,6,22,2,1,28,45,-49.243389,-16.684371
91,DimensaoSocial,39,2013,6,23,8,2,39,6,-49.239576,-16.684287
92,DimensaoSocial,44,2013,6,24,13,22,58,46,-49.241038,-16.68332
30,DimensaoAmbiental,16,2013,6,25,23,1,40,18,-49.242321,-16.685024
84,DimensaoSocial,24,2013,6,26,28,0,36,14,-49.242875,-16.684902
1,DimensaoAmbiental,11,2013,6,24,13,14,15,14,-49.240828,-16.684886
72,DimensaoSocial,43,2013,6,26,26,7,5,35,-49.243228,-16.68443
35,DimensaoSocial,40,2013,6,23,9,16,10,56,-49.243419,-16.684972
88,DimensaoAmbiental,4,2013,6,23,6,11,50,55,-49.243005,-16.683835
89,DimensaoSocial,29,2013,6,26,26,5,16,17,-49.241574,-16.684328
4,DimensaoSocial,26,2013,6,23,8,3,18,40,-49.241281,-16.685578
94,DimensaoSocial,53,2013,6,23,6,18,37,18,-49.242477,-16.683813
6,DimensaoSocial,36,2013,6,24,12,3,8,57,-49.243188,-16.684592
74,DimensaoSocial,53,2013,6,22,2,12,44,9,-49.242534,-16.68341
79,DimensaoSocial,58,2013,6,25,21,23,58,9,-49.242047,-16.685141
78,DimensaoSocial,33,2013,6,25,20,12,28,37,-49.240163,-16.685176
42,DimensaoSocial,34,2013,6,24,14,11,31,46,-49.239762,-16.684555
86,DimensaoSocial,34,2013,6,26,29,11,1,6,-49.241282,-16.68361
22,DimensaoSocial,56,2013,6,23,7,2,34,30,-49.24289,-16.6838
31,DimensaoSocial,41,2013,6,25,23,22,47,50,-49.242265,-16.683604
87,DimensaoSocial,59,2013,6,24,14,19,27,12,-49.241527,-16.683831
91,DimensaoSocial,39,2013,6,26,28,3,36,14,-49.23929,-16.684662
29,DimensaoSocial,31,2013,6,23,7,0,17,43,-49.241071,-16.685512
95,DimensaoAmbiental,19,2013,6,22,1,15,56,22,-49.241118,-16.683626
34,DimensaoAmbiental,15,2013,6,26,29,17,18,5,-49.24245,-16.684022
29,DimensaoSocial,31,2013,6,24,10,20,43,51,-49.241667,-16.684521
16,DimensaoAmbiental,7,2013,6,23,6,7,29,5,-49.24008,-16.683846
72,DimensaoSocial,43,2013,6,23,6,0,56,18,-49.239625,-16.684842
59,DimensaoAmbiental,20,2013,6,24,14,0,34,32,-49.243395,-16.683681
23,DimensaoAmbiental,21,2013,6,26,25,15,45,17,-49.242166,-16.685139
55,DimensaoSocial,40,2013,6,26,27,6,0,7,-49.243276,-16.68477
97,DimensaoAmbiental,8,2013,6,23,3,10,45,29,-49.240023,-16.684894
11,DimensaoSocial,40,2013,6,25,22,12,15,4,-49.240836,-16.683678
21,DimensaoAmbiental,11,2013,6,24,11,11,15,26,-49.240846,-16.683635
28,DimensaoAmbiental,6,2013,6,25,19,11,36,57,-49.241973,-16.685009
89,DimensaoSocial,29,2013,6,22,1,12,42,34,-49.243151,-16.684766
95,DimensaoAmbiental,19,2013,6,26,25,16,19,3,-49.240152,-16.68394
15,DimensaoAmbiental,21,2013,6,24,10,6,26,0,-49.239787,-16.684693
69,DimensaoSocial,28,2013,6,25,23,5,33,58,-49.242312,-16.684867
69,DimensaoSocial,28,2013,6,25,19,4,49,5,-49.239969,-16.684536
27,DimensaoAmbiental,2,2013,6,24,16,17,46,8,-49.24077,-16.685264
26,DimensaoSocial,36,2013,6,23,6,10,22,28,-49.242943,-16.684141
6,DimensaoSocial,36,2013,6,23,9,1,59,10,-49.241568,-16.685189
14,DimensaoSocial,55,2013,6,26,26,16,21,51,-49.241812,-16.685422
11,DimensaoSocial,40,2013,6,23,6,3,26,55,-49.240714,-16.685265
49,DimensaoSocial,50,2013,6,24,16,5,1,7,-49.242519,-16.685223
63,DimensaoSocial,59,2013,6,23,7,0,40,53,-49.240385,-16.685248
42,DimensaoSocial,34,2013,6,23,7,6,25,13,-49.241462,-16.683295
33,DimensaoSocial,30,2013,6,24,15,0,38,39,-49.243656,-16.685361
31,DimensaoSocial,41,2013,6,25,19,0,55,46,-49.24226,-16.684623
70,DimensaoAmbiental,14,2013,6,26,27,8,35,43,-49.241086,-16.685711
79,DimensaoSocial,58,2013,6,25,17,14,48,15,-49.242344,-16.684564
77,DimensaoSocial,48,2013,6,23,9,14,40,32,-49.242869,-16.683868
99,DimensaoAmbiental,18,2013,6,24,10,14,16,40,-49.240627,-16.684322
40,DimensaoSocial,25,2013,6,23,7,19,54,23,-49.242515,-16.683574
55,DimensaoSocial,40,2013,6,24,10,10,58,26,-49.240864,-16.683687
62,DimensaoSocial,35,2013,6,25,23,4,17,3,-49.242026,-16.683977
67,DimensaoSocial,58,2013,6,23,9,23,7,55,-49.240801,-16.684475
91,DimensaoSocial,39,2013,6,23,4,2,8,42,-49.242113,-16.684737
71,DimensaoSocial,38,2013,6,25,22,12,43,20,-49.242188,-16.684209
100,DimensaoAmbiental,23,2013,6,23,5,5,23,49,-49.240194,-16.684248
90,DimensaoAmbiental,14,2013,6,24,15,0,53,33,-49.242755,-16.684966
23,DimensaoAmbiental,21,2013,6,24,15,8,31,38,-49.2426,-16.684363
95,DimensaoAmbiental,19,2013,6,26,29,11,42,18,-49.242417,-16.68338
62,DimensaoSocial,35,2013,6,24,10,8,52,2,-49.24094,-16.684903
57,DimensaoAmbiental,10,2013,6,26,27,0,0,37,-49.242992,-16.685442
61,DimensaoSocial,49,2013,6,26,25,20,51,54,-49.241844,-16.683866
96,DimensaoSocial,42,2013,6,23,5,4,15,44,-49.243335,-16.684862
33,DimensaoSocial,30,2013,6,24,15,8,57,41,-49.240335,-16.685505
100,DimensaoAmbiental,23,2013,6,24,14,11,51,28,-49.241239,-16.684398
33,DimensaoSocial,30,2013,6,25,22,1,5,19,-49.241011,-16.683346
2,DimensaoSocial,55,2013,6,24,10,12,45,49,-49.24303,-16.683729
14,DimensaoSocial,55,2013,6,25,19,17,37,53,-49.2418,-16.684285
24,DimensaoSocial,26,2013,6,26,29,9,46,53,-49.242749,-16.683571
72,DimensaoSocial,43,2013,6,26,25,4,33,1,-49.242778,-16.683896
46,DimensaoAmbiental,15,2013,6,25,21,20,24,32,-49.242395,-16.683965
88,DimensaoAmbiental,4,2013,6,23,6,6,26,15,-49.239767,-16.684162
2,DimensaoSocial,55,2013,6,26,27,5,58,6,-49.239593,-16.684525
55,DimensaoSocial,40,2013,6,25,18,13,42,44,-49.240899,-16.684577
55,DimensaoSocial,40,2013,6,23,8,18,46,28,-49.242295,-16.684343
91,DimensaoSocial,39,2013,6,25,18,1,48,38,-49.240148,-16.684764
66,DimensaoSocial,34,2013,6,23,4,17,46,32,-49.243359,-16.685131
60,DimensaoSocial,25,2013,6,25,20,15,42,52,-49.239967,-16.68392
68,DimensaoAmbiental,4,2013,6,24,13,2,24,37,-49.240696,-16.685051
7,DimensaoAmbiental,1,2013,6,25,18,12,22,19,-49.241608,-16.685313
72,DimensaoSocial,43,2013,6,24,14,4,17,40,-49.243093,-16.684696
9,DimensaoSocial,30,2013,6,24,10,12,21,52,-49.240015,-16.685163
82,DimensaoSocial,54,2013,6,25,20,0,46,3,-49.241236,-16.684123
30,DimensaoAmbiental,16,2013,6,24,14,21,59,6,-49.241657,-16.68549
12,DimensaoSocial,45,2013,6,26,27,23,53,29,-49.242319,-16.684608
17,DimensaoSocial,31,2013,6,25,21,10,46,3,-49.240961,-16.683388
11,DimensaoSocial,40,2013,6,26,25,13,49,13,-49.23966,-16.68455
14,DimensaoSocial,55,2013,6,24,12,11,45,1,-49.24111,-16.683631
