@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
60,DimensaoSocial,25,2013,6,25,23,23,51,28,-49.25608,-16.687946
13,DimensaoAmbiental,11,2013,6,26,27,10,28,52,-49.252961,-16.688824
60,DimensaoSocial,25,2013,6,23,5,19,42,56,-49.253181,-16.688316
66,DimensaoSocial,34,2013,6,25,22,8,19,6,-49.255074,-16.688778
62,DimensaoSocial,35,2013,6,24,14,19,47,37,-49.256943,-16.688778
16,DimensaoAmbiental,7,2013,6,23,5,18,10,24,-49.254799,-16.688891
30,DimensaoAmbiental,16,2013,6,24,12,17,33,18,-49.255225,-16.688674
98,DimensaoSocial,52,2013,6,23,3,8,6,2,-49.25542,-16.687879
12,DimensaoSocial,45,2013,6,26,24,2,24,6,-49.255487,-16.688039
35,DimensaoSocial,40,2013,6,25,20,16,23,18,-49.253285,-16.688389
55,DimensaoSocial,40,2013,6,24,13,23,40,31,-49.256377,-16.689109
48,DimensaoSocial,25,2013,6,24,11,1,57,27,-49.25306,-16.689405
74,DimensaoSocial,53,2013,6,25,20,10,59,51,-49.254181,-16.687282
90,DimensaoAmbiental,14,2013,6,26,25,9,17,9,-49.252118,-16.68867
10,DimensaoAmbiental,16,2013,6,24,10,13,31,6,-49.254395,-16.689668
94,DimensaoSocial,53,2013,6,26,26,13,26,29,-49.253618,-16.688072
48,DimensaoSocial,25,2013,6,25,17,7,31,15,-49.253976,-16.688208
86,DimensaoSocial,34,2013,6,25,19,17,9,44,-49.254779,-16.687871
26,DimensaoSocial,36,2013,6,25,20,12,56,1,-49.255246,-16.687937
19,DimensaoSocial,41,2013,6,24,14,19,48,30,-49.254189,-16.68858
11,DimensaoSocial,40,2013,6,26,29,14,40,7,-49.255718,-16.688356
56,DimensaoSocial,45,2013,6,24,16,9,33,42,-49.252291,-16.688663
79,DimensaoSocial,58,2013,6,26,26,2,56,43,-49.253241,-16.689187
45,DimensaoSocial,29,2013,6,23,5,0,5,0,-49.253068,-16.689016
36,DimensaoSocial,44,2013,6,22,2,7,48,34,-49.255223,-16.6889
73,DimensaoAmbiental,9,2013,6,24,15,12,12,31,-49.254108,-16.689154
89,DimensaoSocial,29,2013,6,25,17,11,50,8,-49.254937,-16.687675
17,DimensaoSocial,31,2013,6,24,15,7,15,35,-49.255546,-16.688
46,DimensaoAmbiental,15,2013,6,26,29,16,35,1,-49.256468,-16.687906
59,DimensaoAmbiental,20,2013,6,23,5,20,23,39,-49.255653,-16.687831
19,DimensaoSocial,41,2013,6,24,13,5,18,21,-49.256249,-16.68778
84,DimensaoSocial,24,2013,6,25,20,14,9,59,-49.254181,-16.688546
18,DimensaoAmbiental,17,2013,6,25,22,12,45,15,-49.256151,-16.687968
25,DimensaoSocial,51,2013,6,26,24,0,11,34,-49.256708,-16.688717
30,DimensaoAmbiental,16,2013,6,26,27,2,36,26,-49.25571,-16.688792
71,DimensaoSocial,38,2013,6,24,11,12,36,39,-49.253942,-16.688156
59,DimensaoAmbiental,20,2013,6,25,19,18,33,17,-49.254379,-16.68889
21,DimensaoAmbiental,11,2013,6,25,19,23,39,42,-49.252677,-16.688358
7,DimensaoAmbiental,1,2013,6,26,29,22,7,37,-49.253095,-16.688767
75,DimensaoAmbiental,19,2013,6,25,18,12,16,39,-49.253301,-16.688269
13,DimensaoAmbiental,11,2013,6,23,3,10,54,56,-49.25301,-16.689262
46,DimensaoAmbiental,15,2013,6,24,13,16,30,32,-49.25437,-16.688489
90,DimensaoAmbiental,14,2013,6,26,25,1,26,7,-49.252495,-16.688209
74,DimensaoSocial,53,2013,6,25,23,15,50,46,-49.254124,-16.689141
41,DimensaoSocial,49,2013,6,23,4,6,9,57,-49.25674,-16.689
60,DimensaoSocial,25,2013,6,23,8,19,11,5,-49.255033,-16.689122
23,DimensaoAmbiental,21,2013,6,26,28,21,35,8,-49.253451,-16.68925
51,DimensaoAmbiental,1,2013,6,22,2,11,48,39,-49.256555,-16.688212
4,DimensaoSocial,26,2013,6,25,22,20,27,40,-49.25316,-16.688645
12,DimensaoSocial,45,2013,6,26,29,6,3,12,-49.253657,-16.688445
48,DimensaoSocial,25,2013,6,26,25,22,52,51,-49.254009,-16.687532
72,DimensaoSocial,43,2013,6,23,5,13,53,48,-49.252743,-16.688056
97,DimensaoAmbiental,8,2013,6,26,24,9,29,22,-49.252698,-16.688455
60,DimensaoSocial,25,2013,6,26,24,10,7,43,-49.253652,-16.689226
4,DimensaoSocial,26,2013,6,26,29,21,58,27,-49.252078,-16.688396
15,DimensaoAmbiental,21,2013,6,25,18,16,8,39,-49.253948,-16.687541
62,DimensaoSocial,35,2013,6,24,16,5,15,24,-49.25559,-16.688188
1,DimensaoAmbiental,11,2013,6,23,8,8,55,34,-49.254422,-16.688453
7,DimensaoAmbiental,1,2013,6,26,27,17,15,3,-49.254994,-16.68867
67,DimensaoSocial,58,2013,6,24,12,18,13,22,-49.255081,-16.687786
12,DimensaoSocial,45,2013,6,26,24,20,47,2,-49.25603,-16.688506
9,DimensaoSocial,30,2013,6,26,29,7,45,6,-49.255259,-16.688219
97,DimensaoAmbiental,8,2013,6,22,1,4,14,22,-49.255184,-16.688338
23,DimensaoAmbiental,21,2013,6,25,22,12,37,35,-49.253711,-16.688377
68,DimensaoAmbiental,4,2013,6,23,9,2,39,58,-49.254251,-16.687843
33,DimensaoSocial,30,2013,6,23,3,6,53,23,-49.25469,-16.689317
27,DimensaoAmbiental,2,2013,6,26,25,4,9,13,-49.254733,-16.689777
49,DimensaoSocial,50,2013,6,25,21,6,9,47,-49.254668,-16.688045
63,DimensaoSocial,59,2013,6,24,11,0,27,38,-49.255011,-16.687272
29,DimensaoSocial,31,2013,6,26,24,19,4,6,-49.254346,-16.689277
17,DimensaoSocial,31,2013,6,22,1,20,17,11,-49.254227,-16.688949
35,DimensaoSocial,40,2013,6,23,8,19,13,28,-49.257017,-16.689126
89,DimensaoSocial,29,2013,6,24,11,3,57,59,-49.256972,-16.688073
41,DimensaoSocial,49,2013,6,23,8,6,42,51,-49.252833,-16.689332
60,DimensaoSocial,25,2013,6,25,19,11,55,46,-49.255277,-16.687494
1,DimensaoAmbiental,11,2013,6,24,12,21,2,42,-49.254947,-16.689419
85,DimensaoSocial,49,2013,6,23,3,12,31,48,-49.25519,-16.689095
98,DimensaoSocial,52,2013,6,23,6,0,57,32,-49.254143,-16.687354
83,DimensaoAmbiental,19,2013,6,25,17,14,40,7,-49.256173,-16.687985
36,DimensaoSocial,44,2013,6,22,1,3,41,0,-49.253957,-16.688772
33,DimensaoSocial,30,2013,6,25,20,15,38,3,-49.253311,-16.688128
97,DimensaoAmbiental,8,2013,6,25,19,23,58,24,-49.25645,-16.688449
44,DimensaoAmbiental,5,2013,6,24,12,9,35,59,-49.254147,-16.687439
40,DimensaoSocial,25,2013,6,26,28,0,48,37,-49.256018,-16.687852
37,DimensaoAmbiental,10,2013,6,24,14,16,5,7,-49.253491,-16.688455
79,DimensaoSocial,58,2013,6,25,18,0,55,36,-49.255943,-16.688766
28,DimensaoAmbiental,6,2013,6,23,8,22,23,8,-49.254286,-16.68962
25,DimensaoSocial,51,2013,6,26,27,7,8,34,-49.25451,-16.689102
