@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
67,DimensaoSocial,58,2013,6,23,8,4,40,46,-49.265565,-16.671664
68,DimensaoAmbiental,4,2013,6,23,6,21,27,4,-49.264839,-16.672185
46,DimensaoAmbiental,15,2013,6,25,19,17,32,13,-49.267986,-16.672321
43,DimensaoSocial,59,2013,6,23,4,14,28,52,-49.26544,-16.672594
64,DimensaoSocial,24,2013,6,25,18,6,59,6,-49.267104,-16.672983
97,DimensaoAmbiental,8,2013,6,26,28,5,20,31,-49.264371,-16.671628
28,DimensaoAmbiental,6,2013,6,23,8,6,52,4,-49.264494,-16.672203
16,DimensaoAmbiental,7,2013,6,26,24,2,27,6,-49.267237,-16.672494
82,DimensaoSocial,54,2013,6,24,11,14,34,55,-49.266222,-16.671973
44,DimensaoAmbiental,5,2013,6,25,18,19,1,24,-49.26428,-16.671401
2,DimensaoSocial,55,2013,6,24,10,16,18,42,-49.263895,-16.672365
86,DimensaoSocial,34,2013,6,24,15,7,43,46,-49.264879,-16.672162
49,DimensaoSocial,50,2013,6,26,28,0,17,7,-49.26715,-16.671939
65,DimensaoSocial,48,2013,6,23,8,8,34,10,-49.267238,-16.672769
68,DimensaoAmbiental,4,2013,6,22,2,7,38,27,-49.265486,-16.672647
33,DimensaoSocial,30,2013,6,26,29,0,16,19,-49.265751,-16.672314
51,DimensaoAmbiental,1,2013,6,26,27,17,56,28,-49.26633,-16.672586
30,DimensaoAmbiental,16,2013,6,23,6,9,18,1,-49.264419,-16.671679
54,DimensaoAmbiental,15,2013,6,25,17,1,0,33,-49.266473,-16.671455
50,DimensaoSocial,35,2013,6,23,7,12,26,45,-49.267543,-16.673649
83,DimensaoAmbiental,19,2013,6,22,1,2,2,38,-49.26503,-16.672404
4,DimensaoSocial,26,2013,6,26,25,3,34,2,-49.265143,-16.671671
8,DimensaoAmbiental,6,2013,6,22,1,9,11,59,-49.267058,-16.6737
55,DimensaoSocial,40,2013,6,25,20,15,50,2,-49.267364,-16.673469
85,DimensaoSocial,49,2013,6,25,17,2,22,50,-49.26683,-16.672291
