@relation arquivo 
 
@attribute id_usuario numeric 
@attribute marcador {DimensaoAmbiental,DimensaoSocial} 
@attribute tipo_marcador numeric 
@attribute ano numeric 
@attribute mes numeric 
@attribute semana numeric 
@attribute dia numeric 
@attribute hora numeric 
@attribute minuto numeric 
@attribute segundo numeric 
@attribute coordenada_x numeric 
@attribute coordenada_y numeric 

@data 
93,DimensaoAmbiental,9,2013,6,25,23,17,47,53,-49.232436,-16.673286
10,DimensaoAmbiental,16,2013,6,23,8,23,38,54,-49.235709,-16.673122
35,DimensaoSocial,40,2013,6,24,15,16,19,14,-49.233638,-16.672561
68,DimensaoAmbiental,4,2013,6,23,3,23,45,27,-49.235211,-16.672203
41,DimensaoSocial,49,2013,6,22,1,3,51,58,-49.235401,-16.671611
4,DimensaoSocial,26,2013,6,26,24,17,7,38,-49.232087,-16.672907
34,DimensaoAmbiental,15,2013,6,24,15,22,2,13,-49.233185,-16.673185
61,DimensaoSocial,49,2013,6,24,12,6,40,43,-49.234712,-16.671552
1,DimensaoAmbiental,11,2013,6,25,22,17,4,17,-49.232216,-16.671508
80,DimensaoSocial,44,2013,6,25,18,14,54,54,-49.235848,-16.672211
30,DimensaoAmbiental,16,2013,6,25,20,2,42,8,-49.233382,-16.672034
14,DimensaoSocial,55,2013,6,26,25,1,26,59,-49.23338,-16.672256
74,DimensaoSocial,53,2013,6,26,29,19,5,36,-49.234956,-16.672641
90,DimensaoAmbiental,14,2013,6,24,10,17,35,32,-49.231656,-16.671394
94,DimensaoSocial,53,2013,6,25,17,21,18,10,-49.233776,-16.672079
24,DimensaoSocial,26,2013,6,23,7,3,0,27,-49.232699,-16.671876
44,DimensaoAmbiental,5,2013,6,26,27,2,23,35,-49.235462,-16.672018
78,DimensaoSocial,33,2013,6,23,5,8,25,29,-49.233132,-16.672024
25,DimensaoSocial,51,2013,6,25,17,18,7,39,-49.232427,-16.672023
20,DimensaoSocial,46,2013,6,22,2,7,8,0,-49.236091,-16.671893
73,DimensaoAmbiental,9,2013,6,24,12,3,46,46,-49.233551,-16.673142
71,DimensaoSocial,38,2013,6,25,18,13,3,28,-49.234448,-16.671538
9,DimensaoSocial,30,2013,6,23,7,5,34,4,-49.233274,-16.671982
48,DimensaoSocial,25,2013,6,22,2,6,43,22,-49.233505,-16.672799
77,DimensaoSocial,48,2013,6,24,14,3,17,20,-49.233076,-16.672784
12,DimensaoSocial,45,2013,6,24,16,3,32,43,-49.234161,-16.673248
41,DimensaoSocial,49,2013,6,24,10,21,55,10,-49.232343,-16.672452
72,DimensaoSocial,43,2013,6,26,26,17,33,20,-49.234447,-16.672703
94,DimensaoSocial,53,2013,6,23,5,13,24,56,-49.233835,-16.672141
47,DimensaoSocial,39,2013,6,25,20,17,27,38,-49.233328,-16.672933
21,DimensaoAmbiental,11,2013,6,24,16,12,6,46,-49.232815,-16.671469
7,DimensaoAmbiental,1,2013,6,25,18,13,42,25,-49.234048,-16.672526
88,DimensaoAmbiental,4,2013,6,23,3,15,22,35,-49.234287,-16.672547
74,DimensaoSocial,53,2013,6,22,1,0,49,3,-49.232695,-16.672225
81,DimensaoAmbiental,9,2013,6,22,1,6,15,35,-49.234346,-16.671573
44,DimensaoAmbiental,5,2013,6,24,15,11,8,55,-49.233648,-16.672436
50,DimensaoSocial,35,2013,6,23,7,17,14,45,-49.23358,-16.671797
48,DimensaoSocial,25,2013,6,24,13,6,12,25,-49.234864,-16.671494
98,DimensaoSocial,52,2013,6,24,15,18,46,47,-49.233804,-16.672531
64,DimensaoSocial,24,2013,6,26,25,17,58,59,-49.235902,-16.672611
68,DimensaoAmbiental,4,2013,6,23,5,9,57,40,-49.232313,-16.671716
26,DimensaoSocial,36,2013,6,22,2,17,22,31,-49.233503,-16.671661
38,DimensaoSocial,54,2013,6,24,16,12,28,51,-49.235955,-16.671603
95,DimensaoAmbiental,19,2013,6,26,27,12,32,49,-49.233328,-16.67228
94,DimensaoSocial,53,2013,6,26,28,22,26,33,-49.233884,-16.673104
46,DimensaoAmbiental,15,2013,6,23,3,12,11,51,-49.235847,-16.672323
21,DimensaoAmbiental,11,2013,6,24,10,9,34,4,-49.233244,-16.671507
13,DimensaoAmbiental,11,2013,6,23,8,1,17,1,-49.233192,-16.671787
32,DimensaoAmbiental,5,2013,6,26,26,9,52,48,-49.233042,-16.671871
39,DimensaoAmbiental,20,2013,6,24,12,4,30,41,-49.233005,-16.672769
94,DimensaoSocial,53,2013,6,24,16,15,15,58,-49.232608,-16.67172
52,DimensaoAmbiental,6,2013,6,23,9,1,49,52,-49.234366,-16.672721
34,DimensaoAmbiental,15,2013,6,26,29,8,9,33,-49.235984,-16.671974
53,DimensaoSocial,30,2013,6,23,6,8,21,22,-49.234155,-16.671681
23,DimensaoAmbiental,21,2013,6,23,4,15,1,59,-49.235317,-16.673166
18,DimensaoAmbiental,17,2013,6,23,8,18,56,10,-49.232728,-16.672882
88,DimensaoAmbiental,4,2013,6,25,21,11,2,15,-49.235319,-16.671662
78,DimensaoSocial,33,2013,6,25,18,5,10,33,-49.235082,-16.673293
98,DimensaoSocial,52,2013,6,25,22,10,42,7,-49.234063,-16.672111
89,DimensaoSocial,29,2013,6,25,21,8,35,52,-49.234326,-16.671713
1,DimensaoAmbiental,11,2013,6,26,24,12,51,49,-49.23306,-16.671557
35,DimensaoSocial,40,2013,6,26,25,20,4,38,-49.232817,-16.671793
35,DimensaoSocial,40,2013,6,23,7,1,59,48,-49.234088,-16.672378
77,DimensaoSocial,48,2013,6,23,6,16,25,11,-49.235716,-16.671478
32,DimensaoAmbiental,5,2013,6,26,29,0,39,35,-49.234674,-16.671967
1,DimensaoAmbiental,11,2013,6,26,24,17,21,41,-49.232414,-16.67355
12,DimensaoSocial,45,2013,6,26,29,9,6,58,-49.234502,-16.672481
31,DimensaoSocial,41,2013,6,23,5,20,41,42,-49.235503,-16.673212
22,DimensaoSocial,56,2013,6,23,7,5,32,1,-49.233197,-16.672473
