2,DimensaoSocial,55,2013,6,24,16,21,12,21,-49.2432,-16.691413,9 
15,DimensaoAmbiental,21,2013,6,22,1,6,18,15,-49.241778,-16.690091,0 
88,DimensaoAmbiental,4,2013,6,23,3,2,12,3,-49.243182,-16.690521,0 
53,DimensaoSocial,30,2013,6,24,14,20,29,2,-49.239735,-16.691268,1 
43,DimensaoSocial,59,2013,6,26,24,0,41,59,-49.242161,-16.691267,8 
34,DimensaoAmbiental,15,2013,6,22,2,22,20,33,-49.241752,-16.690455,0 
44,DimensaoAmbiental,5,2013,6,24,13,10,15,25,-49.242456,-16.690784,1 
46,DimensaoAmbiental,15,2013,6,22,1,15,44,19,-49.239684,-16.69105,0 
61,DimensaoSocial,49,2013,6,23,5,5,51,22,-49.2432,-16.69013,3 
71,DimensaoSocial,38,2013,6,25,21,23,27,4,-49.240938,-16.689976,5 
80,DimensaoSocial,44,2013,6,26,29,20,24,38,-49.24247,-16.691152,7 
38,DimensaoSocial,54,2013,6,24,11,16,53,18,-49.242609,-16.690606,2 
18,DimensaoAmbiental,17,2013,6,25,18,20,35,3,-49.241416,-16.689944,6 
12,DimensaoSocial,45,2013,6,23,7,5,56,35,-49.244036,-16.691332,4 
24,DimensaoSocial,26,2013,6,23,8,13,7,4,-49.241648,-16.690977,4 
62,DimensaoSocial,35,2013,6,25,19,13,33,51,-49.240164,-16.689922,6 
39,DimensaoAmbiental,20,2013,6,24,14,23,6,27,-49.240597,-16.690339,1 
61,DimensaoSocial,49,2013,6,22,1,23,39,36,-49.242133,-16.69095,0 
87,DimensaoSocial,59,2013,6,24,11,21,51,52,-49.241916,-16.691367,2 
24,DimensaoSocial,26,2013,6,24,14,7,14,4,-49.240835,-16.690074,1 
38,DimensaoSocial,54,2013,6,26,26,9,36,20,-49.240053,-16.690446,8 
92,DimensaoSocial,44,2013,6,26,27,21,39,50,-49.243409,-16.690218,7 
94,DimensaoSocial,53,2013,6,24,13,12,42,19,-49.241619,-16.691074,1 
99,DimensaoAmbiental,18,2013,6,23,8,4,25,24,-49.241591,-16.690571,4 
84,DimensaoSocial,24,2013,6,26,29,3,1,17,-49.24217,-16.689999,7 
50,DimensaoSocial,35,2013,6,25,19,8,9,26,-49.243313,-16.690254,6 
97,DimensaoAmbiental,8,2013,6,23,5,4,1,51,-49.239282,-16.691091,3 
47,DimensaoSocial,39,2013,6,25,22,14,26,45,-49.240969,-16.690163,5 
48,DimensaoSocial,25,2013,6,26,28,10,24,1,-49.241077,-16.690193,7 
30,DimensaoAmbiental,16,2013,6,22,2,7,53,56,-49.242353,-16.691601,0 
100,DimensaoAmbiental,23,2013,6,26,24,13,32,51,-49.242126,-16.691384,8 
97,DimensaoAmbiental,8,2013,6,25,19,19,0,33,-49.241919,-16.690012,6 
18,DimensaoAmbiental,17,2013,6,23,3,0,58,29,-49.242289,-16.690228,0 
67,DimensaoSocial,58,2013,6,23,8,14,49,51,-49.242334,-16.690955,4 
67,DimensaoSocial,58,2013,6,23,3,15,0,3,-49.240029,-16.691368,0 
42,DimensaoSocial,34,2013,6,26,27,8,59,20,-49.239122,-16.691032,7 
47,DimensaoSocial,39,2013,6,24,16,8,11,58,-49.242282,-16.690351,9 
61,DimensaoSocial,49,2013,6,24,13,9,31,12,-49.240154,-16.690457,1 
20,DimensaoSocial,46,2013,6,25,18,12,50,28,-49.240976,-16.69115,6 
68,DimensaoAmbiental,4,2013,6,25,17,9,37,23,-49.242526,-16.691779,6 
